file_path,original_text,character,zhtw
gup_erwin/sentences/track_functional_can_move_05.json,We've fixed the tracks. Time to move again!,erwin,我們修好履帶了。該再次移動了！
gup_erwin/sentences/track_functional_can_move_06.json,Yes! We've repaired the tracks!,erwin,太好了！我們修好履帶了！
gup_erwin/sentences/track_functional_can_move_07.json,The tracks are operational! Let's hit them back!,erwin,履帶運作正常！我們反擊吧！
gup_erwin/sentences/turret_rotator_damaged_01.json,The turret rotation mechanism has been damaged!,erwin,炮塔旋轉機構受損！
gup_erwin/sentences/turret_rotator_damaged_02.json,Huh? The turret isn't turning smoothly.,erwin,咦？炮塔轉得不太順暢。
gup_erwin/sentences/turret_rotator_damaged_03.json,The turn speed of the turret has been decreased.,erwin,炮塔的旋轉速度下降了。
gup_erwin/sentences/turret_rotator_destroyed_01.json,We can't move the turret! Repair it at once!,erwin,我們無法轉動炮塔！馬上修理！
gup_erwin/sentences/turret_rotator_destroyed_02.json,The turret rotation mechanism is destroyed!,erwin,炮塔旋轉機構被毀！
gup_erwin/sentences/turret_rotator_destroyed_03.json,The rotation mechanism is done for! We cannot move the turret!,erwin,旋轉機構完蛋了！我們無法轉動炮塔！
gup_erwin/sentences/turret_rotator_destroyed_04.json,They've destroyed the turret rotation mechanism. We cannot move it.,erwin,他們摧毀了炮塔旋轉機構。我們無法轉動它了。
gup_erwin/sentences/turret_rotator_functional_01.json,Turret rotation mechanism restored!,erwin,炮塔旋轉機構修復！
gup_erwin/sentences/turret_rotator_functional_02.json,We can move the turret now. Let's make them pay for this!,erwin,現在可以轉動炮塔了。讓他們為此付出代價！
gup_erwin/sentences/vehicle_destroyed_01.json,"It is disappointing, but we cannot go further...",erwin,雖然很遺憾，但我們無法再前進了...
gup_erwin/sentences/vehicle_destroyed_02.json,This looks like the end...,erwin,看來這就是結局了...
gup_erwin/sentences/vehicle_destroyed_03.json,We leave the rest to you...!,erwin,剩下的就交給你們了...！
gup_erwin/sentences/vehicle_destroyed_04.json,Our vehicle has been destroyed! Get out!,erwin,我們的戰車被擊毀了！快逃！
gup_erwin/sentences/vehicle_destroyed_05.json,The upset wasn't to be...,erwin,奇蹟還是沒有發生...
