file_path,original_text,character,zhtw
gup_alice/sentences/turret_rotator_damaged_03.json,The turret rotation mechanism has been hit.,alice,砲塔轉動機構被擊中了。
gup_alice/sentences/turret_rotator_destroyed_01.json,The turret rotation mechanism is heavily damaged.,alice,砲塔轉動機構嚴重損壞。
gup_alice/sentences/turret_rotator_destroyed_02.json,The turret's rotation mechanism is down. It can't move.,alice,砲塔轉動機構壞了。它無法移動。
gup_alice/sentences/turret_rotator_destroyed_03.json,They've taken out the turret's rotation mechanism. We can't shift it.,alice,他們摧毀了砲塔轉動機構。我們無法轉動它。
gup_alice/sentences/turret_rotator_destroyed_04.json,The turret is at a standstill. Its rotation mechanism seems to be down.,alice,砲塔停住了。它的轉動機構似乎壞了。
gup_alice/sentences/turret_rotator_functional_01.json,Turret rotation mechanism restored. We're mobile now.,alice,砲塔轉動機構恢復了。我們現在能移動了。
gup_alice/sentences/turret_rotator_functional_02.json,Repairs to the turret rotation mechanism complete.,alice,砲塔轉動機構修理完成了。
gup_alice/sentences/vehicle_destroyed_01.json,This is not your fault. I take full responsibility as captain...,alice,這不是你的錯。我作為隊長負全責…
gup_alice/sentences/vehicle_destroyed_02.json,I'll leave the rest to you.,alice,我把剩下的留給你。
gup_alice/sentences/vehicle_destroyed_03.json,...We'll win next time. I guarantee it!,alice,…我們下次會贏。我保證！
gup_alice/sentences/vehicle_destroyed_04.json,We've been hit. Let's retreat.,alice,我們被擊中了。讓我們撤退。
gup_alice/sentences/vehicle_destroyed_05.json,"Next time, we'll try even harder!",alice,下次，我們會更努力！
